調査年 コード,調査年,地域 コード,地域,事業所数,事業所数（宿泊業、飲食サービス業）,農家数（販売農家）,標準財政規模,人口密度,65歳以上人口割合,第3次産業就業者比率
2020100000,2020年度,4606,宮城県 南三陸町,***,***,***,5351219,326.4,38.503,47.21
2020100000,2020年度,5201,秋田県 秋田市,***,***,***,73040581,1058.5,31.185,79.62
2020100000,2020年度,5202,秋田県 能代市,***,***,***,16006228,287.1,41.557,69.04
2020100000,2020年度,5203,秋田県 横手市,***,***,***,30531744,271.2,39.04,59.45
2020100000,2020年度,5204,秋田県 大館市,***,***,***,21953497,362.3,38.994,63.96
2020100000,2020年度,5206,秋田県 男鹿市,***,***,***,10358416,217.4,46.947,64.13
2020100000,2020年度,5207,秋田県 湯沢市,***,***,***,15820408,265.7,40.213,56.29
2020100000,2020年度,5209,秋田県 鹿角市,***,***,***,10979673,196,40.714,60.66
2020100000,2020年度,5210,秋田県 由利本荘市,***,***,***,28121965,251.3,37.189,57.44
2020100000,2020年度,5211,秋田県 潟上市,***,***,***,9706071,477.4,35.366,67.49
2020100000,2020年度,5212,秋田県 大仙市,***,***,***,27976606,211,38.465,61.23
2020100000,2020年度,5213,秋田県 北秋田市,***,***,***,13615698,159.5,44.5,62.11
2020100000,2020年度,5214,秋田県 にかほ市,***,***,***,9128111,299.9,39.001,49.71
2020100000,2020年度,5215,秋田県 仙北市,***,***,***,11802748,162.2,42.8,60.59
2020100000,2020年度,5303,秋田県 小坂町,***,***,***,2720067,254.7,44.874,60.65
2020100000,2020年度,5327,秋田県 上小阿仁村,***,***,***,1728664,111,53.66,61.07
2020100000,2020年度,5346,秋田県 藤里町,***,***,***,2214664,77.6,48.791,61.31
2020100000,2020年度,5348,秋田県 三種町,***,***,***,6892012,136.1,45.463,55.44
2020100000,2020年度,5349,秋田県 八峰町,***,***,***,4025644,153.1,46.161,54.34
2020100000,2020年度,5361,秋田県 五城目町,***,***,***,3634764,219.6,47.294,63.28
2020100000,2020年度,5363,秋田県 八郎潟町,***,***,***,2137122,400.8,44.367,67.31
2020100000,2020年度,5366,秋田県 井川町,***,***,***,2281198,205,43.298,61.99
2020100000,2020年度,5368,秋田県 大潟村,***,***,***,2177617,18.9,31.684,23.4
2020100000,2020年度,5434,秋田県 美郷町,***,***,***,7948912,192.9,39.58,53.21
2020100000,2020年度,5463,秋田県 羽後町,***,***,***,5342081,201.8,39.327,50.26
2020100000,2020年度,5464,秋田県 東成瀬村,***,***,***,2059197,89.8,37.278,42.63
2020100000,2020年度,6201,山形県 山形市,***,***,***,53124845,1422.7,29.218,74.57
2020100000,2020年度,6202,山形県 米沢市,***,***,***,20045846,609.6,31.087,59.89
2020100000,2020年度,6203,山形県 鶴岡市,***,***,***,39118093,305,35.148,60.17
2020100000,2020年度,6204,山形県 酒田市,***,***,***,29328704,410.6,35.993,65.12
2020100000,2020年度,6205,山形県 新庄市,***,***,***,9650318,357.4,33.022,60.89
2020100000,2020年度,6206,山形県 寒河江市,***,***,***,10457099,576.7,31.996,56.79
2020100000,2020年度,6207,山形県 上山市,***,***,***,8213493,370.5,39.114,64.17
2020100000,2020年度,6208,山形県 村山市,***,***,***,7358384,253.7,39.541,49.06
2020100000,2020年度,6209,山形県 長井市,***,***,***,8102044,335.6,35.599,53.44
2020100000,2020年度,6210,山形県 天童市,***,***,***,13980231,824.8,30.192,59.95
2020100000,2020年度,6211,山形県 東根市,***,***,***,11476358,634.7,28.189,55.83
2020100000,2020年度,6212,山形県 尾花沢市,***,***,***,6466683,132,41.627,48.13
2020100000,2020年度,6213,山形県 南陽市,***,***,***,8306983,467.1,33.988,58.09
2020100000,2020年度,6301,山形県 山辺町,***,***,***,3750559,489.3,34.353,62.38
2020100000,2020年度,6302,山形県 中山町,***,***,***,3194408,508.6,35.688,59.35
2020100000,2020年度,6321,山形県 河北町,***,***,***,4721937,461.4,37.634,52.7
2020100000,2020年度,6322,山形県 西川町,***,***,***,3304460,67.6,45.642,57.94
2020100000,2020年度,6323,山形県 朝日町,***,***,***,3320069,114.4,44.423,45.45
2020100000,2020年度,6324,山形県 大江町,***,***,***,3357972,232.2,39.694,51.61
2020100000,2020年度,6341,山形県 大石田町,***,***,***,2969192,173.9,40.018,48.06
2020100000,2020年度,6361,山形県 金山町,***,***,***,2653372,143.3,37.034,46.83
2020100000,2020年度,6362,山形県 最上町,***,***,***,3911086,126.1,40.347,47.98
2020100000,2020年度,6363,山形県 舟形町,***,***,***,2667353,145.7,42.001,52.54
2020100000,2020年度,6364,山形県 真室川町,***,***,***,3723188,141.1,41.733,50.46
2020100000,2020年度,6365,山形県 大蔵村,***,***,***,2274169,82.2,39.234,49.52
2020100000,2020年度,6366,山形県 鮭川村,***,***,***,2338289,93.6,40.492,43.26
2020100000,2020年度,6367,山形県 戸沢村,***,***,***,2621510,92.8,40.581,46.66
2020100000,2020年度,6381,山形県 高畠町,***,***,***,6695907,291.6,33.82,50.24
2020100000,2020年度,6382,山形県 川西町,***,***,***,6613601,168.8,39.03,50.89
2020100000,2020年度,6401,山形県 小国町,***,***,***,4215992,89.8,40.552,47.91
2020100000,2020年度,6402,山形県 白鷹町,***,***,***,4952821,225.4,38.712,52.25
2020100000,2020年度,6403,山形県 飯豊町,***,***,***,4005785,121.3,38.636,48.64
2020100000,2020年度,6426,山形県 三川町,***,***,***,2835822,228.8,35.048,55.02
2020100000,2020年度,6428,山形県 庄内町,***,***,***,7382022,182.8,37.606,57.28
2020100000,2020年度,6461,山形県 遊佐町,***,***,***,5109597,133.9,42.258,56.48
2020100000,2020年度,7201,福島県 福島市,***,***,***,60146664,1027.3,29.822,70.1
2020100000,2020年度,7202,福島県 会津若松市,***,***,***,28592098,803.8,30.932,66.54
2020100000,2020年度,7203,福島県 郡山市,***,***,***,70309603,971.4,26.39,69.3
2020100000,2020年度,7204,福島県 いわき市,***,***,***,76498488,946.8,30.733,64.84
2020100000,2020年度,7205,福島県 白河市,***,***,***,17550302,448.7,29.494,54.65
2020100000,2020年度,7207,福島県 須賀川市,***,***,***,19382765,468,28.254,57.19
2020100000,2020年度,7208,福島県 喜多方市,***,***,***,15406207,252.1,36.816,55.73
2020100000,2020年度,7209,福島県 相馬市,***,***,***,9913550,383.2,30.954,55.33
2020100000,2020年度,7210,福島県 二本松市,***,***,***,16954827,280.7,34.367,55.02
2020100000,2020年度,7211,福島県 田村市,***,***,***,13465568,226.8,35.853,48.15
2020100000,2020年度,7212,福島県 南相馬市,***,***,***,18445669,326.2,35.244,60.1
2020100000,2020年度,7213,福島県 伊達市,***,***,***,17025892,438.3,36.071,55.48
2020100000,2020年度,7214,福島県 本宮市,***,***,***,8613700,496.1,28.373,58.03
2020100000,2020年度,7301,福島県 桑折町,***,***,***,3621702,463.4,37.935,57.74
2020100000,2020年度,7303,福島県 国見町,***,***,***,3513768,367.9,42.158,57.75
2020100000,2020年度,7308,福島県 川俣町,***,***,***,4340283,324.4,41.873,49.8
2020100000,2020年度,7322,福島県 大玉村,***,***,***,3080753,289.4,27.584,54.73
2020100000,2020年度,7342,福島県 鏡石町,***,***,***,3347082,442.1,27.935,52.53
2020100000,2020年度,7344,福島県 天栄村,***,***,***,2749266,138.1,36.889,49.89
2020100000,2020年度,7362,福島県 下郷町,***,***,***,3163896,120.7,44.833,56.64
2020100000,2020年度,7364,福島県 檜枝岐村,***,***,***,991543,9.6,38.492,93.52
2020100000,2020年度,7367,福島県 只見町,***,***,***,3513588,23.6,47.156,53.88
2020100000,2020年度,7368,福島県 南会津町,***,***,***,8252365,181.1,41.852,59.62
2020100000,2020年度,7402,福島県 北塩原村,***,***,***,2005892,98.5,37.089,66.2
2020100000,2020年度,7405,福島県 西会津町,***,***,***,3706466,120,47.106,49.4
2020100000,2020年度,7407,福島県 磐梯町,***,***,***,2417807,156.3,37.508,56.37
2020100000,2020年度,7408,福島県 猪苗代町,***,***,***,5489456,184.8,39.551,66.83
2020100000,2020年度,7421,福島県 会津坂下町,***,***,***,5092263,245.4,36.647,57.99
2020100000,2020年度,7422,福島県 湯川村,***,***,***,1692980,188.2,34.599,52.42
2020100000,2020年度,7423,福島県 柳津町,***,***,***,2487122,139.9,45.342,54.25
2020100000,2020年度,7444,福島県 三島町,***,***,***,1328162,125.3,53.926,62.44
2020100000,2020年度,7445,福島県 金山町,***,***,***,2058281,24.6,60.902,64.88
2020100000,2020年度,7446,福島県 昭和村,***,***,***,1404498,64.6,55.618,50
2020100000,2020年度,7447,福島県 会津美里町,***,***,***,7270916,256.4,39.592,58.2
2020100000,2020年度,7461,福島県 西郷村,***,***,***,5812754,368.2,24.918,52.49
2020100000,2020年度,7464,福島県 泉崎村,***,***,***,2455433,251.9,31.965,47.94
2020100000,2020年度,7465,福島県 中島村,***,***,***,1998853,311.1,30.276,41.55
2020100000,2020年度,7466,福島県 矢吹町,***,***,***,4692938,350.2,31.405,49.88
2020100000,2020年度,7481,福島県 棚倉町,***,***,***,4454497,327.4,31.912,48.85
2020100000,2020年度,7482,福島県 矢祭町,***,***,***,2754420,222.4,39.429,42.44
2020100000,2020年度,7483,福島県 塙町,***,***,***,3790715,209.3,38.497,44.6
2020100000,2020年度,7484,福島県 鮫川村,***,***,***,2076183,98.6,40.046,40.38
2020100000,2020年度,7501,福島県 石川町,***,***,***,4635949,259.3,37.08,51.36
2020100000,2020年度,7502,福島県 玉川村,***,***,***,2365739,251,31.665,44.67
2020100000,2020年度,7503,福島県 平田村,***,***,***,2924072,166.4,35.307,39.8
2020100000,2020年度,7504,福島県 浅川町,***,***,***,2299901,278.4,34.046,43.66
2020100000,2020年度,7505,福島県 古殿町,***,***,***,2794348,164.4,39.233,41.64
2020100000,2020年度,7521,福島県 三春町,***,***,***,5177959,344.8,34.563,57.43
2020100000,2020年度,7522,福島県 小野町,***,***,***,3620698,242.7,35.73,49.32
2020100000,2020年度,7541,福島県 広野町,***,***,***,2659327,366.2,28.788,55.62
2020100000,2020年度,7542,福島県 楢葉町,***,***,***,3237944,142,37.412,64.64
2020100000,2020年度,7543,福島県 富岡町,***,***,***,4199715,77.1,22.65,54.33
2020100000,2020年度,7544,福島県 川内村,***,***,***,1794247,84.5,47.652,53.17
2020100000,2020年度,7545,福島県 大熊町,***,***,***,4948021,29.2,10.272,96.12
2020100000,2020年度,7546,福島県 双葉町,***,***,***,2485806,0,-,-
2020100000,2020年度,7547,福島県 浪江町,***,***,***,4967445,30.8,29.537,41.02
2020100000,2020年度,7548,福島県 葛尾村,***,***,***,1035615,27.5,47.143,47.52
2020100000,2020年度,7561,福島県 新地町,***,***,***,3444512,259.2,32.853,55.28
2020100000,2020年度,7564,福島県 飯舘村,***,***,***,2920178,23.2,57.284,35.29
2020100000,2020年度,8201,茨城県 水戸市,***,***,***,59074989,1482.6,26.201,77.18
2020100000,2020年度,8202,茨城県 日立市,***,***,***,39593552,1672.3,32.391,63.04
2020100000,2020年度,8203,茨城県 土浦市,***,***,***,30467056,1440.5,28.79,70.85
2020100000,2020年度,8204,茨城県 古河市,***,***,***,30986440,1214.4,28.484,56.61
2020100000,2020年度,8205,茨城県 石岡市,***,***,***,18329375,579.8,32.811,59.65
2020100000,2020年度,8207,茨城県 結城市,***,***,***,10833982,798.8,30.384,54.95
2020100000,2020年度,8208,茨城県 龍ケ崎市,***,***,***,15455062,1110.1,28.936,67.66
2020100000,2020年度,8210,茨城県 下妻市,***,***,***,10660592,551.9,28.322,54.9
2020100000,2020年度,8211,茨城県 常総市,***,***,***,15549336,517.2,30.108,53.8
2020100000,2020年度,8212,茨城県 常陸太田市,***,***,***,15046143,390.7,38.698,63.28
2020100000,2020年度,8214,茨城県 高萩市,***,***,***,7405949,708.8,35.741,58.05
2020100000,2020年度,8215,茨城県 北茨城市,***,***,***,10474880,702.3,34.293,51.55
2020100000,2020年度,8216,茨城県 笠間市,***,***,***,19178839,522.9,32.006,65.33
2020100000,2020年度,8217,茨城県 取手市,***,***,***,23758100,1538.2,34.492,72.94
2020100000,2020年度,8219,茨城県 牛久市,***,***,***,16222803,1764.3,29.014,71.42
2020100000,2020年度,8220,茨城県 つくば市,***,***,***,52287782,993,18.91,75.64
2020100000,2020年度,8221,茨城県 ひたちなか市,***,***,***,30579002,1654.5,25.695,65.61
2020100000,2020年度,8222,茨城県 鹿嶋市,***,***,***,14863062,839.2,30.974,62.26
2020100000,2020年度,8223,茨城県 潮来市,***,***,***,7828343,550.8,32.887,63.45
2020100000,2020年度,8224,茨城県 守谷市,***,***,***,13086356,2033.9,23.161,72.11
2020100000,2020年度,8225,茨城県 常陸大宮市,***,***,***,13645127,295.2,37.25,58.39
2020100000,2020年度,8226,茨城県 那珂市,***,***,***,12683842,652.9,32.137,67.71
2020100000,2020年度,8227,茨城県 筑西市,***,***,***,25583874,523.8,31.765,55.65
2020100000,2020年度,8228,茨城県 坂東市,***,***,***,13631814,469.6,30.177,51.42
2020100000,2020年度,8229,茨城県 稲敷市,***,***,***,13445236,242.2,36.704,54.7
2020100000,2020年度,8230,茨城県 かすみがうら市,***,***,***,11188601,441,31.878,58.22
2020100000,2020年度,8231,茨城県 桜川市,***,***,***,11744425,368.7,34.311,56.17
2020100000,2020年度,8232,茨城県 神栖市,***,***,***,28839165,684.2,23.217,55.07
2020100000,2020年度,8233,茨城県 行方市,***,***,***,10938918,245.7,36.054,48.85
2020100000,2020年度,8234,茨城県 鉾田市,***,***,***,13320645,303.1,33.63,45.1
2020100000,2020年度,8235,茨城県 つくばみらい市,***,***,***,12587567,678.9,26.372,65.94
2020100000,2020年度,8236,茨城県 小美玉市,***,***,***,13418692,413.5,30.129,55.98
2020100000,2020年度,8302,茨城県 茨城町,***,***,***,7916497,331.1,34.977,60.58
2020100000,2020年度,8309,茨城県 大洗町,***,***,***,4392843,856.4,33.248,67.3
2020100000,2020年度,8310,茨城県 城里町,***,***,***,6431266,283.1,37.432,60.08
2020100000,2020年度,8341,茨城県 東海村,***,***,***,11282856,1203.3,25.117,71.18
2020100000,2020年度,8364,茨城県 大子町,***,***,***,6296081,236.8,46.174,54.76
2020100000,2020年度,8442,茨城県 美浦村,***,***,***,4423082,497.3,32.03,64.36
2020100000,2020年度,8443,茨城県 阿見町,***,***,***,9980883,896.1,27.516,67.75
2020100000,2020年度,8447,茨城県 河内町,***,***,***,3134392,185.8,39.205,55.62
2020100000,2020年度,8521,茨城県 八千代町,***,***,***,5412097,369.6,30.719,43.96
2020100000,2020年度,8542,茨城県 五霞町,***,***,***,3092055,353.6,33.758,51.83
2020100000,2020年度,8546,茨城県 境町,***,***,***,6132315,546.4,28.999,52.43
2020100000,2020年度,8564,茨城県 利根町,***,***,***,3835078,631.8,45,71.87
2020100000,2020年度,9201,栃木県 宇都宮市,***,***,***,103904018,1546.5,25.032,68.62
2020100000,2020年度,9202,栃木県 足利市,***,***,***,29579320,1471.9,32.487,60.44
2020100000,2020年度,9203,栃木県 栃木市,***,***,***,36868168,628.2,31.616,59.67
2020100000,2020年度,9204,栃木県 佐野市,***,***,***,27686894,843.7,30.648,61.14
2020100000,2020年度,9205,栃木県 鹿沼市,***,***,***,23213323,610.8,30.313,58.14
2020100000,2020年度,9206,栃木県 日光市,***,***,***,25103880,346.6,35.861,65.21
2020100000,2020年度,9208,栃木県 小山市,***,***,***,32695426,1002.7,25.069,61.14
2020100000,2020年度,9209,栃木県 真岡市,***,***,***,18233466,512.2,27.133,52.35
2020100000,2020年度,9210,栃木県 大田原市,***,***,***,19118343,355.5,28.751,53.04
2020100000,2020年度,9211,栃木県 矢板市,***,***,***,7828751,427.2,33.159,60.73
2020100000,2020年度,9213,栃木県 那須塩原市,***,***,***,27722005,525.2,27.793,58.91
2020100000,2020年度,9214,栃木県 さくら市,***,***,***,11046037,443.4,26.361,61.69
2020100000,2020年度,9215,栃木県 那須烏山市,***,***,***,8356313,267.9,37.512,55.56
2020100000,2020年度,9216,栃木県 下野市,***,***,***,15079948,831.9,25.059,66.67
2020100000,2020年度,9301,栃木県 上三川町,***,***,***,7237192,582.1,23.573,55.54
2020100000,2020年度,9342,栃木県 益子町,***,***,***,5349762,434.7,32.154,53.86
2020100000,2020年度,9343,栃木県 茂木町,***,***,***,4550182,192.3,42.663,57.82
2020100000,2020年度,9344,栃木県 市貝町,***,***,***,3607798,295.3,29.453,54
2020100000,2020年度,9345,栃木県 芳賀町,***,***,***,5305422,240.6,31.963,51.7
2020100000,2020年度,9361,栃木県 壬生町,***,***,***,8520230,692.9,28.989,63.02
2020100000,2020年度,9364,栃木県 野木町,***,***,***,5527804,884.7,32.493,61.66
2020100000,2020年度,9384,栃木県 塩谷町,***,***,***,3776170,162.6,40.149,53.81
2020100000,2020年度,9386,栃木県 高根沢町,***,***,***,6714532,441.5,25.348,59.87
2020100000,2020年度,9407,栃木県 那須町,***,***,***,7900435,153,40.449,58.86
2020100000,2020年度,9411,栃木県 那珂川町,***,***,***,5956536,218.1,39.625,50.98
2020100000,2020年度,10201,群馬県 前橋市,***,***,***,77436219,1401.9,29.02,70.73
2020100000,2020年度,10202,群馬県 高崎市,***,***,***,84817954,1526.8,28.161,68.49
2020100000,2020年度,10203,群馬県 桐生市,***,***,***,25904172,1362.9,36.067,61.55
2020100000,2020年度,10204,群馬県 伊勢崎市,***,***,***,43759600,1522,25.058,58.17
2020100000,2020年度,10205,群馬県 太田市,***,***,***,44946931,1343.6,26.033,55.59
2020100000,2020年度,10206,群馬県 沼田市,***,***,***,13942113,439.4,34.164,61.44
2020100000,2020年度,10207,群馬県 館林市,***,***,***,16732552,1244.2,29.35,59.99
2020100000,2020年度,10208,群馬県 渋川市,***,***,***,21472721,648.9,35.242,63.21
2020100000,2020年度,10209,群馬県 藤岡市,***,***,***,15613788,838.3,32.383,59.45
2020100000,2020年度,10210,群馬県 富岡市,***,***,***,12302605,620.5,34.427,53.13
2020100000,2020年度,10211,群馬県 安中市,***,***,***,15549039,495.1,35.975,59.32
2020100000,2020年度,10212,群馬県 みどり市,***,***,***,11850272,1186.6,29.874,59.65
2020100000,2020年度,10344,群馬県 榛東村,***,***,***,3545145,920.1,26.562,66.35
2020100000,2020年度,10345,群馬県 吉岡町,***,***,***,4518985,1291.8,23.917,69.35
2020100000,2020年度,10366,群馬県 上野村,***,***,***,1650534,96.8,45.922,59.18
2020100000,2020年度,10367,群馬県 神流町,***,***,***,1684739,120.6,61.459,64.54
2020100000,2020年度,10382,群馬県 下仁田町,***,***,***,3480591,332.6,50.791,50.34
2020100000,2020年度,10383,群馬県 南牧村,***,***,***,1471093,119.3,65.239,58.86
2020100000,2020年度,10384,群馬県 甘楽町,***,***,***,3761022,467.5,34.217,50.02
2020100000,2020年度,10421,群馬県 中之条町,***,***,***,6488021,211.3,40.907,68.36
2020100000,2020年度,10424,群馬県 長野原町,***,***,***,2850345,133.1,39.078,66.92
